@relation german_credit-weka.filters.unsupervised.instance.Normalize-N1.0-L2.0-weka.filters.unsupervised.instance.Randomize-S42

@attribute checking_status {<0,0<=X<200,>=200,'no checking'}
@attribute duration numeric
@attribute credit_history {'no credits/all paid','all paid','existing paid','delayed previously','critical/other existing credit'}
@attribute purpose {'new car','used car',furniture/equipment,radio/tv,'domestic appliance',repairs,education,vacation,retraining,business,other}
@attribute credit_amount numeric
@attribute savings_status {<100,100<=X<500,500<=X<1000,>=1000,'no known savings'}
@attribute employment {unemployed,<1,1<=X<4,4<=X<7,>=7}
@attribute installment_commitment numeric
@attribute personal_status {'male div/sep','female div/dep/mar','male single','male mar/wid','female single'}
@attribute other_parties {none,'co applicant',guarantor}
@attribute residence_since numeric
@attribute property_magnitude {'real estate','life insurance',car,'no known property'}
@attribute age numeric
@attribute other_payment_plans {bank,stores,none}
@attribute housing {rent,own,'for free'}
@attribute existing_credits numeric
@attribute job {'unemp/unskilled non res','unskilled resident',skilled,'high qualif/self emp/mgmt'}
@attribute num_dependents numeric
@attribute own_telephone {none,yes}
@attribute foreign_worker {yes,no}
@attribute class {good,bad}

@data
'no checking',0.003918,'existing paid',radio/tv,0.999968,<100,<1,0.000653,'male single',none,0.000435,car,0.006965,none,own,0.000218,skilled,0.000218,yes,yes,good
0<=X<200,0.006864,'existing paid',business,0.99989,100<=X<500,1<=X<4,0.001525,'male single',none,0.001525,car,0.012966,none,own,0.000381,skilled,0.000381,none,yes,good
<0,0.006183,'existing paid','new car',0.999966,<100,>=7,0.000515,'male single',none,0.000515,'no known property',0.00541,bank,'for free',0.000129,'high qualif/self emp/mgmt',0.000129,none,yes,bad
'no checking',0.015716,'existing paid',furniture/equipment,0.99928,<100,1<=X<4,0.005239,'female div/dep/mar',none,0.00131,'real estate',0.034051,none,own,0.00131,skilled,0.00131,yes,yes,good
'no checking',0.006269,'existing paid',business,0.999966,100<=X<500,4<=X<7,0.000348,'male single',none,0.000348,car,0.005399,none,own,0.000348,skilled,0.000174,yes,yes,good
0<=X<200,0.019723,'critical/other existing credit',radio/tv,0.999304,100<=X<500,<1,0.003287,'male single',none,0.003287,'no known property',0.031228,bank,own,0.001644,skilled,0.001644,none,yes,bad
'no checking',0.008035,'existing paid',radio/tv,0.999702,<100,<1,0.002678,'female div/dep/mar',none,0.002009,car,0.022766,none,own,0.00067,skilled,0.001339,none,yes,good
'no checking',0.01666,'existing paid',education,0.998204,<100,>=7,0.005553,'male single',none,0.005553,car,0.056921,bank,own,0.001388,'unskilled resident',0.002777,none,yes,bad
'no checking',0.016955,'existing paid',radio/tv,0.998932,<100,1<=X<4,0.005652,'male single',none,0.002826,'real estate',0.042388,bank,own,0.002826,skilled,0.001413,none,yes,good
'no checking',0.004675,'critical/other existing credit','used car',0.999964,<100,4<=X<7,0.000779,'male single',none,0.00026,car,0.007013,none,own,0.000519,skilled,0.00026,none,yes,good
'no checking',0.011372,'critical/other existing credit',radio/tv,0.999506,>=1000,>=7,0.002527,'male single',none,0.002527,car,0.029063,none,own,0.001264,skilled,0.000632,none,yes,good
0<=X<200,0.007906,'critical/other existing credit',radio/tv,0.999956,<100,4<=X<7,0.000405,'male single',guarantor,0.000405,'real estate',0.005068,none,own,0.000405,skilled,0.000203,none,yes,bad
>=200,0.008776,'delayed previously',radio/tv,0.999054,<100,<1,0.002925,'female div/dep/mar',none,0.001463,'life insurance',0.04242,bank,own,0.001463,skilled,0.001463,none,yes,good
<0,0.013328,'existing paid','new car',0.999571,'no known savings',1<=X<4,0.004443,'male mar/wid',none,0.002221,car,0.025545,none,own,0.001111,skilled,0.001111,none,yes,bad
'no checking',0.007548,'existing paid','new car',0.999909,500<=X<1000,4<=X<7,0.000359,'female div/dep/mar',none,0.000719,car,0.011142,bank,own,0.000359,'high qualif/self emp/mgmt',0.000359,none,yes,good
0<=X<200,0.013061,'all paid',education,0.999738,<100,4<=X<7,0.002177,'female div/dep/mar',none,0.002177,'no known property',0.018504,bank,'for free',0.000544,'unskilled resident',0.000544,none,yes,bad
0<=X<200,0.009097,'existing paid','new car',0.999111,>=1000,>=7,0.003032,'male single',none,0.003032,'real estate',0.040935,none,own,0.000758,skilled,0.000758,yes,yes,good
<0,0.004407,'critical/other existing credit','new car',0.999552,<100,<1,0.001469,'male single',none,0.002938,'real estate',0.029377,none,own,0.000734,'unskilled resident',0.001469,none,no,good
0<=X<200,0.001908,'existing paid','used car',0.999992,<100,>=7,0.000318,'female div/dep/mar',none,0.000159,'no known property',0.003498,none,'for free',0.000079,'high qualif/self emp/mgmt',0.000079,yes,yes,bad
<0,0.007141,'existing paid',radio/tv,0.999755,500<=X<1000,>=7,0.001785,'male mar/wid',none,0.000595,'real estate',0.020828,none,own,0.000595,skilled,0.000595,none,yes,good
'no checking',0.007022,'delayed previously',business,0.999956,100<=X<500,1<=X<4,0.000468,'male single',none,0.000468,'life insurance',0.006086,none,own,0.000468,'unskilled resident',0.000234,none,yes,good
<0,0.01092,'critical/other existing credit','new car',0.997846,<100,>=7,0.00546,'male single',none,0.00546,'real estate',0.064157,none,own,0.00273,'unskilled resident',0.001365,none,yes,good
<0,0.004375,'existing paid','used car',0.999985,<100,1<=X<4,0.000243,'male single',none,0.000243,'life insurance',0.00316,none,own,0.000122,skilled,0.000243,none,yes,bad
'no checking',0.004833,'critical/other existing credit',furniture/equipment,0.999908,'no known savings',1<=X<4,0.000967,'male mar/wid',none,0.000483,car,0.012565,none,own,0.000967,skilled,0.000483,none,no,good
0<=X<200,0.00765,'critical/other existing credit',furniture/equipment,0.999902,>=1000,4<=X<7,0.001093,'male single',none,0.000729,car,0.011656,none,own,0.000729,skilled,0.000364,yes,yes,good
<0,0.007166,'all paid',furniture/equipment,0.999933,500<=X<1000,<1,0.001194,'male single',none,0.001194,'no known property',0.008957,none,'for free',0.000299,skilled,0.000597,yes,yes,bad
'no checking',0.003888,'existing paid',furniture/equipment,0.999759,>=1000,1<=X<4,0.002592,'male div/sep',none,0.001296,'real estate',0.021382,none,own,0.000648,skilled,0.000648,none,yes,good
>=200,0.00353,'existing paid',radio/tv,0.999934,'no known savings',>=7,0.000588,'male single',none,0.000883,car,0.010885,none,own,0.000294,'high qualif/self emp/mgmt',0.000294,none,yes,good
0<=X<200,0.005743,'no credits/all paid','new car',0.999977,500<=X<1000,<1,0.00012,'female div/dep/mar',none,0.00012,car,0.003589,none,own,0.000239,skilled,0.00012,none,yes,good
0<=X<200,0.004844,'delayed previously','new car',0.999962,<100,1<=X<4,0.000269,'female div/dep/mar',none,0.000269,'life insurance',0.007266,none,rent,0.000135,skilled,0.000135,none,yes,good
<0,0.008947,'critical/other existing credit','new car',0.999848,<100,1<=X<4,0.001789,'male mar/wid',guarantor,0.000895,'life insurance',0.014763,bank,rent,0.000895,skilled,0.000447,none,no,bad
0<=X<200,0.006466,'existing paid',furniture/equipment,0.999782,<100,1<=X<4,0.002425,'female div/dep/mar',none,0.003233,'real estate',0.019398,none,own,0.000808,skilled,0.000808,none,yes,bad
<0,0.009296,'existing paid',radio/tv,0.999883,'no known savings',4<=X<7,0.001033,'male mar/wid',none,0.002066,car,0.011879,none,rent,0.001033,'unskilled resident',0.000516,none,yes,good
'no checking',0.009308,'critical/other existing credit',radio/tv,0.999869,>=1000,>=7,0.000776,'male single',none,0.000776,car,0.013187,none,own,0.000388,skilled,0.000388,none,yes,good
'no checking',0.005961,'critical/other existing credit',education,0.99952,'no known savings',4<=X<7,0.001987,'female div/dep/mar',none,0.000994,car,0.030304,none,own,0.000497,skilled,0.000497,none,yes,good
0<=X<200,0.007184,'delayed previously',business,0.999958,'no known savings',1<=X<4,0.000599,'male single',none,0.000599,'no known property',0.005688,none,'for free',0.00015,skilled,0.000299,yes,yes,good
>=200,0.006729,'no credits/all paid',radio/tv,0.999647,<100,<1,0.002991,'male single',none,0.001495,car,0.025421,none,own,0.001495,'high qualif/self emp/mgmt',0.000748,yes,yes,bad
'no checking',0.010183,'critical/other existing credit','new car',0.999892,<100,4<=X<7,0.001131,'male single',none,0.001131,car,0.010466,none,own,0.000566,skilled,0.000283,yes,yes,good
'no checking',0.007981,'delayed previously','used car',0.999589,<100,1<=X<4,0.00266,'male mar/wid',none,0.00266,'real estate',0.027268,none,rent,0.000665,skilled,0.000665,none,yes,good
'no checking',0.003949,'critical/other existing credit','used car',0.999958,'no known savings',>=7,0.000132,'male single',none,0.000527,car,0.008293,none,own,0.000263,skilled,0.000132,none,yes,good
'no checking',0.001301,'existing paid',furniture/equipment,0.999975,<100,<1,0.000217,'female div/dep/mar',none,0.000867,'life insurance',0.00694,none,own,0.000217,skilled,0.000217,none,yes,bad
0<=X<200,0.013752,'critical/other existing credit','new car',0.999765,'no known savings',>=7,0.001834,'male single',none,0.001834,'real estate',0.016502,none,own,0.000917,skilled,0.000458,none,yes,good
<0,0.003066,'critical/other existing credit',radio/tv,0.999867,<100,4<=X<7,0.000511,'female div/dep/mar',none,0.002044,car,0.015838,none,own,0.000511,skilled,0.000511,none,yes,good
0<=X<200,0.004055,'existing paid',business,0.999964,<100,>=7,0.000225,'male single','co applicant',0.000225,'real estate',0.007434,bank,own,0.000225,'high qualif/self emp/mgmt',0.000225,yes,yes,good
'no checking',0.003935,'existing paid','used car',0.999973,100<=X<500,<1,0.000262,'female div/dep/mar',none,0.001049,car,0.006033,none,own,0.000262,skilled,0.000262,yes,yes,good
<0,0.00542,'existing paid',radio/tv,0.999924,<100,1<=X<4,0.001807,'male single',none,0.001355,'life insurance',0.010839,none,own,0.000452,'unskilled resident',0.000452,none,yes,good
'no checking',0.008988,'existing paid','used car',0.999871,<100,>=7,0.001498,'male single',none,0.001498,car,0.013107,none,own,0.000374,'high qualif/self emp/mgmt',0.000374,yes,yes,good
0<=X<200,0.009463,'no credits/all paid',radio/tv,0.999894,<100,1<=X<4,0.001051,'female div/dep/mar',none,0.000263,car,0.01104,none,own,0.000263,skilled,0.000263,yes,yes,bad
'no checking',0.00848,'existing paid','used car',0.999789,'no known savings',>=7,0.001615,'male single',none,0.001615,'real estate',0.018574,none,own,0.000404,'high qualif/self emp/mgmt',0.000404,yes,yes,good
0<=X<200,0.006014,'critical/other existing credit','new car',0.999888,100<=X<500,<1,0.002005,'male single',none,0.000501,car,0.013532,none,own,0.000501,skilled,0.000501,none,yes,good
<0,0.003739,'critical/other existing credit','used car',0.999969,<100,>=7,0.000312,'female div/dep/mar',none,0.000623,'no known property',0.006854,none,'for free',0.000312,'high qualif/self emp/mgmt',0.000312,yes,yes,good
'no checking',0.007578,'existing paid',radio/tv,0.999812,'no known savings',>=7,0.002021,'male single',none,0.00101,car,0.017682,none,own,0.000505,skilled,0.000505,none,yes,good
'no checking',0.004008,'all paid','used car',0.999967,'no known savings',unemployed,0.000534,'female div/dep/mar',none,0.000134,'real estate',0.007081,bank,own,0.000134,'high qualif/self emp/mgmt',0.000134,yes,yes,bad
0<=X<200,0.005516,'existing paid',furniture/equipment,0.999923,'no known savings',1<=X<4,0.00023,'female div/dep/mar',none,0.000919,'life insurance',0.011031,none,own,0.00023,'unskilled resident',0.00023,yes,yes,good
'no checking',0.003161,'critical/other existing credit',radio/tv,0.999833,'no known savings',1<=X<4,0.000527,'male single',none,0.001054,'real estate',0.017911,none,own,0.001054,'unskilled resident',0.001054,none,yes,good
'no checking',0.004952,'existing paid','used car',0.999928,<100,4<=X<7,0.00066,'male single',none,0.00066,car,0.010894,none,own,0.00033,skilled,0.00033,none,yes,good
'no checking',0.006212,'delayed previously',business,0.999946,<100,1<=X<4,0.000259,'male single',none,0.000518,'no known property',0.008283,none,'for free',0.000259,skilled,0.000259,none,yes,good
<0,0.003205,'critical/other existing credit',furniture/equipment,0.999804,<100,unemployed,0.002136,'male single',none,0.002136,'no known property',0.019227,none,'for free',0.001602,'high qualif/self emp/mgmt',0.000534,yes,yes,good
0<=X<200,0.008066,'existing paid',radio/tv,0.99996,<100,1<=X<4,0.000336,'female div/dep/mar',none,0.000336,'real estate',0.003697,none,own,0.000168,skilled,0.000168,none,yes,bad
<0,0.008247,'existing paid','used car',0.999897,<100,4<=X<7,0.000687,'male single',none,0.000344,'no known property',0.011683,none,'for free',0.000344,'high qualif/self emp/mgmt',0.000344,yes,yes,good
<0,0.003492,'all paid',furniture/equipment,0.999962,<100,<1,0.000291,'male div/sep',none,0.000146,'life insurance',0.008003,bank,own,0.000146,skilled,0.000146,yes,yes,bad
'no checking',0.005038,'critical/other existing credit',radio/tv,0.999967,<100,4<=X<7,0.000504,'male single','co applicant',0.000336,car,0.006382,none,own,0.000168,skilled,0.000168,none,yes,good
0<=X<200,0.013951,'existing paid','new car',0.999838,<100,1<=X<4,0.00186,'female div/dep/mar',guarantor,0.00093,'no known property',0.011161,bank,own,0.000465,skilled,0.000465,none,yes,bad
>=200,0.008058,'existing paid','new car',0.999212,100<=X<500,>=7,0.000806,'female div/dep/mar',none,0.003223,'no known property',0.038679,none,'for free',0.000806,'unskilled resident',0.001612,none,yes,bad
'no checking',0.003602,'critical/other existing credit',furniture/equipment,0.999913,<100,>=7,0.0006,'male single',none,0.001201,'life insurance',0.012608,stores,own,0.0003,skilled,0.0003,none,yes,good
0<=X<200,0.01545,'delayed previously',radio/tv,0.999767,100<=X<500,4<=X<7,0.001931,'female div/dep/mar',none,0.001288,'life insurance',0.014807,none,rent,0.001288,skilled,0.000644,yes,yes,good
<0,0.001773,'critical/other existing credit',furniture/equipment,0.999913,<100,1<=X<4,0.000295,'male div/sep',none,0.001182,'real estate',0.013001,none,rent,0.000295,'high qualif/self emp/mgmt',0.000295,yes,yes,bad
'no checking',0.005196,'existing paid',radio/tv,0.999789,<100,1<=X<4,0.00052,'male single',none,0.002079,'life insurance',0.019746,none,own,0.00052,skilled,0.00052,yes,no,good
>=200,0.012761,'critical/other existing credit','new car',0.996651,<100,>=7,0.005104,'male single',none,0.005104,'no known property',0.080396,none,'for free',0.002552,skilled,0.001276,yes,yes,good
<0,0.002751,'critical/other existing credit',furniture/equipment,0.999994,'no known savings',4<=X<7,0.000282,'male single',none,0.000282,'life insurance',0.002116,none,own,0.000141,'high qualif/self emp/mgmt',0.000071,yes,yes,good
<0,0.001632,'critical/other existing credit','new car',0.999947,<100,1<=X<4,0.000272,'male single',none,0.000816,'real estate',0.010065,none,rent,0.000816,skilled,0.000544,none,yes,good
<0,0.003883,'existing paid','new car',0.999989,<100,4<=X<7,0.000216,'male single',none,0.000108,car,0.002589,none,own,0.000108,skilled,0.000108,yes,yes,bad
0<=X<200,0.006552,'delayed previously',radio/tv,0.999974,'no known savings',1<=X<4,0.000218,'male single',none,0.000218,'no known property',0.002948,none,'for free',0.000109,'high qualif/self emp/mgmt',0.000109,none,yes,good
0<=X<200,0.007607,'delayed previously',other,0.999909,<100,1<=X<4,0.000761,'male single',none,0.001141,car,0.01103,bank,own,0.000761,skilled,0.00038,yes,yes,good
'no checking',0.004426,'existing paid','used car',0.999983,<100,1<=X<4,0.000123,'female div/dep/mar',none,0.000246,'life insurance',0.003689,bank,own,0.000123,skilled,0.000123,none,yes,good
0<=X<200,0.009014,'existing paid',radio/tv,0.999821,<100,<1,0.001502,'male single',none,0.000751,car,0.016526,stores,own,0.000751,skilled,0.000751,none,yes,bad
'no checking',0.008899,'existing paid','new car',0.996727,<100,unemployed,0.001483,'female div/dep/mar',none,0.005933,'real estate',0.080094,none,own,0.001483,'unemp/unskilled non res',0.001483,yes,yes,good
<0,0.007777,'existing paid','used car',0.999915,<100,1<=X<4,0.001037,'male div/sep',none,0.001037,'life insurance',0.01037,none,own,0.000259,'high qualif/self emp/mgmt',0.000259,yes,yes,good
'no checking',0.009954,'delayed previously',furniture/equipment,0.999874,<100,4<=X<7,0.002212,'female div/dep/mar',none,0.000553,'real estate',0.012167,none,own,0.000553,skilled,0.000553,none,yes,bad
'no checking',0.004859,'existing paid',business,0.999976,'no known savings',>=7,0.000405,'male single',none,0.00027,'life insurance',0.004994,none,own,0.00027,skilled,0.000135,none,yes,good
'no checking',0.008656,'existing paid','new car',0.999784,500<=X<1000,1<=X<4,0.001443,'female div/dep/mar',none,0.001443,'life insurance',0.018755,none,own,0.000721,skilled,0.000721,none,yes,bad
'no checking',0.006631,'delayed previously',radio/tv,0.999968,'no known savings',>=7,0.000414,'male single',none,0.000414,car,0.004421,bank,own,0.000276,skilled,0.000276,none,yes,good
0<=X<200,0.016166,'existing paid',radio/tv,0.999582,<100,1<=X<4,0.003592,'female div/dep/mar',guarantor,0.003592,'real estate',0.023351,none,own,0.000898,'unskilled resident',0.001796,none,yes,good
<0,0.015327,'critical/other existing credit',furniture/equipment,0.999689,<100,1<=X<4,0.001277,'male mar/wid',none,0.000852,'life insurance',0.019585,none,own,0.000852,skilled,0.000426,yes,yes,good
<0,0.006969,'critical/other existing credit','new car',0.998934,<100,>=7,0.001162,'female div/dep/mar',none,0.004646,'no known property',0.045301,none,own,0.002323,skilled,0.001162,yes,yes,good
'no checking',0.006088,'existing paid',radio/tv,0.999866,<100,4<=X<7,0.002706,'male single',none,0.001353,car,0.014883,none,own,0.000676,skilled,0.000676,none,yes,bad
0<=X<200,0.009798,'existing paid',furniture/equipment,0.999407,<100,1<=X<4,0.004355,'female div/dep/mar',none,0.001089,'life insurance',0.03266,none,own,0.001089,skilled,0.001089,none,yes,bad
'no checking',0.012215,'existing paid',radio/tv,0.999569,<100,<1,0.002036,'male mar/wid',none,0.002714,'real estate',0.026465,none,own,0.000679,skilled,0.000679,yes,yes,good
0<=X<200,0.003445,'delayed previously',business,0.99998,100<=X<500,4<=X<7,0.000574,'male single',none,0.000574,car,0.005167,none,rent,0.000144,'high qualif/self emp/mgmt',0.000144,yes,yes,good
<0,0.01678,'delayed previously',business,0.999796,<100,4<=X<7,0.000932,'male single',none,0.000466,car,0.011187,none,own,0.000932,skilled,0.000466,yes,yes,bad
'no checking',0.003899,'existing paid',radio/tv,0.999848,<100,1<=X<4,0.00065,'male single',none,0.0013,car,0.016897,none,own,0.000325,skilled,0.000325,yes,yes,good
<0,0.009501,'existing paid',furniture/equipment,0.999195,'no known savings',>=7,0.001584,'male div/sep',none,0.003167,'life insurance',0.038796,none,own,0.000792,'unskilled resident',0.000792,yes,yes,good
0<=X<200,0.010029,'existing paid',radio/tv,0.999914,'no known savings',>=7,0.000669,'female div/dep/mar',none,0.001337,car,0.008358,none,own,0.000334,skilled,0.000334,none,yes,good
<0,0.008096,'existing paid','used car',0.999829,'no known savings',>=7,0.001349,'male single',none,0.001349,'no known property',0.016529,bank,'for free',0.000337,skilled,0.000675,yes,yes,good
